iter	Passed	Remaining
729	8632	3192
730	8644	3181
731	8656	3169
732	8667	3157
733	8679	3145
734	8691	3133
735	8702	3121
736	8714	3109
737	8726	3097
738	8738	3086
739	8749	3074
740	8761	3062
741	8773	3050
742	8784	3038
743	8796	3026
744	8808	3014
745	8820	3003
746	8831	2991
747	8843	2979
748	8855	2967
749	8867	2955
750	8879	2943
751	8890	2932
752	8902	2920
753	8913	2908
754	8925	2896
755	8937	2884
756	8948	2872
757	8960	2860
758	8972	2848
759	8983	2836
760	8995	2825
761	9006	2813
762	9018	2801
763	9029	2789
764	9043	2778
765	9055	2766
766	9066	2754
767	9078	2742
768	9090	2730
769	9102	2719
770	9114	2707
771	9125	2695
772	9144	2685
773	9159	2674
774	9177	2664
775	9199	2655
776	9221	2646
777	9243	2637
778	9254	2625
779	9266	2613
780	9277	2601
781	9294	2591
782	9306	2579
783	9318	2567
784	9330	2555
785	9347	2544
786	9358	2532
787	9370	2520
788	9384	2509
789	9396	2497
790	9408	2485
791	9419	2473
792	9431	2461
793	9443	2450
794	9454	2438
795	9468	2426
796	9480	2414
797	9493	2403
798	9506	2391
799	9518	2379
800	9530	2367
801	9541	2355
802	9553	2343
803	9565	2331
804	9576	2319
805	9588	2307
806	9600	2295
807	9611	2284
808	9623	2272
809	9635	2260
810	9647	2248
811	9659	2236
812	9670	2224
813	9682	2212
814	9693	2200
815	9705	2188
816	9717	2176
817	9729	2164
818	9740	2152
819	9752	2140
820	9763	2128
821	9775	2116
822	9786	2104
823	9798	2092
824	9810	2080
825	9821	2068
826	9833	2057
827	9845	2045
828	9857	2033
829	9868	2021
830	9880	2009
831	9892	1997
832	9904	1985
833	9915	1973
834	9927	1961
835	9938	1949
836	9950	1937
837	9961	1925
838	9972	1913
839	9984	1901
840	9996	1889
841	10010	1878
842	10023	1866
843	10036	1855
844	10047	1843
845	10059	1831
846	10071	1819
847	10083	1807
848	10095	1795
849	10106	1783
850	10121	1772
851	10133	1760
852	10144	1748
853	10156	1736
854	10168	1724
855	10179	1712
856	10191	1700
857	10203	1688
858	10214	1676
859	10226	1664
860	10239	1653
861	10251	1641
862	10263	1629
863	10277	1617
864	10289	1605
865	10300	1593
866	10312	1581
867	10324	1570
868	10335	1558
869	10350	1546
870	10361	1534
871	10373	1522
872	10385	1510
873	10397	1498
874	10409	1487
875	10423	1475
876	10434	1463
877	10446	1451
878	10461	1440
879	10480	1429
880	10492	1417
881	10504	1405
882	10518	1393
883	10530	1381
884	10543	1370
885	10556	1358
886	10572	1346
887	10585	1335
888	10597	1323
889	10611	1311
890	10623	1299
891	10635	1287
892	10646	1275
893	10658	1263
894	10670	1251
895	10681	1239
896	10693	1227
897	10705	1215
898	10716	1203
899	10728	1192
900	10740	1180
901	10752	1168
902	10763	1156
903	10775	1144
904	10787	1132
905	10798	1120
906	10810	1108
907	10822	1096
908	10834	1084
909	10846	1072
910	10857	1060
911	10869	1048
912	10880	1036
913	10892	1024
914	10903	1012
915	10915	1001
916	10927	989
917	10939	977
918	10950	965
919	10962	953
920	10974	941
921	10985	929
922	10997	917
923	11009	905
924	11021	893
925	11033	881
926	11045	869
927	11057	857
928	11068	845
929	11080	834
930	11092	822
931	11103	810
932	11114	798
933	11126	786
934	11138	774
935	11149	762
936	11161	750
937	11173	738
938	11184	726
939	11196	714
940	11207	702
941	11219	690
942	11230	678
943	11244	667
944	11256	655
945	11268	643
946	11279	631
947	11291	619
948	11303	607
949	11314	595
950	11326	583
951	11337	571
952	11349	559
953	11360	547
954	11372	535
955	11384	523
956	11395	512
957	11406	500
958	11418	488
959	11430	476
960	11441	464
961	11453	452
962	11465	440
963	11476	428
964	11488	416
965	11500	404
966	11511	392
967	11523	380
968	11534	369
969	11546	357
970	11558	345
971	11569	333
972	11582	321
973	11596	309
974	11608	297
975	11619	285
976	11634	273
977	11646	261
978	11658	250
979	11669	238
980	11681	226
981	11692	214
982	11704	202
983	11715	190
984	11727	178
985	11739	166
986	11752	154
987	11764	142
988	11776	130
989	11787	119
990	11799	107
991	11810	95
992	11822	83
993	11833	71
994	11845	59
995	11857	47
996	11869	35
997	11881	23
998	11892	11
999	11904	0
